,Kids,Online_Activity,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Income_less_than_30k,Income_from_30k_to_50k,Income_from_50k_to_75k,Income_above_75k,birth_older_than_1960,birth_from_1960_to_1975,birth_younger_than_1975
335,0,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
336,1,0.4,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
337,1,0.4,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
338,1,0.29411764705882354,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
339,1,0.5625,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
340,0,0.5,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
341,1,0.5714285714285714,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
342,1,0.2857142857142857,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
343,1,0.23076923076923078,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
344,1,0.6428571428571429,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
345,0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
346,1,0.2222222222222222,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
347,0,0.6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
348,0,0.3076923076923077,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
349,0,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
350,1,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
351,0,0.4,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
352,1,0.25,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
353,0,0.3125,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
354,1,0.5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
355,1,0.42857142857142855,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
356,1,0.25,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
357,1,0.42857142857142855,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
358,1,0.2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
359,1,0.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
360,1,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
361,0,0.38461538461538464,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
362,0,0.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
363,0,0.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
364,0,0.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
365,1,0.7142857142857143,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
366,1,0.4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
367,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
368,1,0.5,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
369,1,0.5,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
370,0,0.5294117647058824,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
371,1,0.3333333333333333,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
372,1,0.3333333333333333,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
373,0,0.25,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
374,1,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
375,1,0.14285714285714285,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
376,0,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
377,1,0.6,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
378,1,0.25,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
379,0,0.3333333333333333,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
380,1,0.5454545454545454,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
381,1,0.2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
382,1,0.375,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
383,1,0.4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
384,1,0.6,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
385,0,0.45454545454545453,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
386,0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
387,1,0.6363636363636364,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
388,1,0.5625,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
389,1,0.5,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
390,1,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
391,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
392,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
393,1,0.3333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
394,1,0.25,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
395,1,0.25,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
396,1,0.4,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
397,1,0.4,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
398,1,0.3333333333333333,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
399,0,0.45454545454545453,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
400,1,0.4375,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
401,1,0.625,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
402,0,0.5,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
403,0,0.5789473684210527,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
404,1,0.3157894736842105,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
405,0,0.3157894736842105,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
406,1,0.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
407,1,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
408,1,0.5789473684210527,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
409,1,0.3684210526315789,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
410,1,0.55,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
411,1,0.6923076923076923,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
412,1,0.4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
413,1,0.25,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
414,0,0.3076923076923077,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
415,0,0.1875,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
416,0,0.1875,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
417,1,0.25,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
418,1,0.25,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
419,0,0.16666666666666666,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
420,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
421,0,0.5,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
422,1,0.36363636363636365,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
423,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
424,1,0.5454545454545454,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
425,0,0.4666666666666667,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
426,0,0.5555555555555556,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
427,0,0.2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
428,0,0.23076923076923078,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
429,1,0.42857142857142855,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
430,1,0.25,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
431,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
432,0,0.375,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
433,1,0.4666666666666667,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
434,0,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
435,1,0.5238095238095238,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
436,0,0.375,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
437,0,0.6666666666666666,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
438,0,0.1875,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
439,0,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
440,1,0.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
441,0,0.13333333333333333,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
442,1,0.4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
443,1,0.23076923076923078,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
444,0,0.4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
445,0,0.4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
446,1,0.6,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
447,1,0.6,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
448,1,0.5,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
449,1,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
450,1,0.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
451,1,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
452,0,0.38461538461538464,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
453,1,0.25,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
454,1,0.3333333333333333,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
455,1,0.6666666666666666,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
456,0,0.39693468715465546,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
457,1,0.3333333333333333,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
458,1,0.0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
459,1,0.5454545454545454,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
460,1,0.2727272727272727,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
461,0,0.2857142857142857,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
462,1,0.25,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
463,1,0.5555555555555556,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
464,1,0.25,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
465,0,0.42105263157894735,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
466,1,0.42857142857142855,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
467,1,0.42857142857142855,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
468,1,0.42857142857142855,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
469,0,0.5,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
470,0,0.4117647058823529,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
471,1,0.4375,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
472,0,0.5263157894736842,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
473,1,0.5555555555555556,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
474,0,0.4,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
475,0,0.4,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
476,0,0.5,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
477,1,0.4,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
478,1,0.2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
479,1,0.2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
480,1,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
481,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
482,1,0.42105263157894735,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
483,1,0.2777777777777778,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
484,0,0.3157894736842105,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
485,0,0.3157894736842105,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
486,1,0.5454545454545454,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
487,0,0.6153846153846154,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
488,1,0.5333333333333333,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
489,1,0.29411764705882354,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
490,1,0.29411764705882354,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
491,0,0.25,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
492,0,0.23529411764705882,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
493,1,0.4666666666666667,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
494,1,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
495,1,0.47368421052631576,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
496,1,0.5555555555555556,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
497,0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
498,1,0.4666666666666667,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
499,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
500,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
501,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
502,0,0.6363636363636364,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
503,1,0.4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
504,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
505,1,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
506,1,0.45454545454545453,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
507,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
508,1,0.42857142857142855,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
509,1,0.42857142857142855,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
510,1,0.42857142857142855,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
511,1,0.25,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
512,1,0.625,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
513,1,0.3333333333333333,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
514,1,0.5,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
515,0,0.25,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
516,1,0.25,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
517,0,0.3076923076923077,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
518,0,0.3076923076923077,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
519,1,0.5714285714285714,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
520,1,0.4444444444444444,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
521,1,0.4444444444444444,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
522,0,0.43478260869565216,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
523,1,0.25,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
524,0,0.2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
525,1,0.46153846153846156,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
526,1,0.46153846153846156,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
527,1,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
528,1,0.2857142857142857,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
529,1,0.4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
530,1,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
531,0,0.3333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
532,1,0.2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
533,0,0.3125,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
534,0,0.3125,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
535,1,0.38461538461538464,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
536,0,0.3684210526315789,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
537,0,0.3684210526315789,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
538,1,0.25,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
539,1,0.2857142857142857,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
540,1,0.4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
541,1,0.25,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
542,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
543,1,0.5384615384615384,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
544,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
545,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
546,1,0.5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
547,1,0.5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
548,1,0.3333333333333333,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
549,1,0.4,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
550,1,0.0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
551,0,0.5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
552,1,0.4444444444444444,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
553,0,0.36363636363636365,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
554,0,0.36363636363636365,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
555,1,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
556,1,0.5384615384615384,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
557,1,0.5555555555555556,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
558,1,0.5333333333333333,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
559,1,0.5333333333333333,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
560,1,0.5,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
561,1,0.5,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
562,0,0.5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
563,1,0.3333333333333333,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
564,1,0.4,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
565,1,0.42857142857142855,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
566,1,0.42857142857142855,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
567,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
568,0,0.42857142857142855,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
569,1,0.25,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
570,1,0.25,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
571,1,0.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
572,1,0.5294117647058824,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
573,1,0.5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
574,0,0.4444444444444444,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
575,0,0.5,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
576,1,0.4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
577,0,0.4444444444444444,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
578,1,0.4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
579,1,0.2727272727272727,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
580,1,0.3157894736842105,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
581,1,0.4444444444444444,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
582,1,0.3333333333333333,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
583,1,0.45454545454545453,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
584,1,0.45454545454545453,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
585,1,0.6666666666666666,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
586,1,0.4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
587,0,0.5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
588,0,0.5,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
589,1,0.35,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
590,1,0.5,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
591,1,0.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
592,1,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
593,1,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
594,1,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
595,1,0.25,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
596,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
597,1,0.4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
598,0,0.4444444444444444,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
599,1,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
600,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
601,1,0.25,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
602,0,0.2727272727272727,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
603,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
604,1,0.5454545454545454,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
605,1,0.5,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
606,1,0.4444444444444444,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
607,0,0.25,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
608,1,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
609,1,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
610,1,0.42857142857142855,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
611,1,0.75,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
612,1,0.5384615384615384,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
613,1,0.5,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
614,1,0.4666666666666667,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
615,1,0.4666666666666667,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
616,0,0.3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
617,0,0.4,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
618,0,0.23076923076923078,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
619,0,0.23076923076923078,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
620,1,0.42857142857142855,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
621,1,0.3,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
622,1,0.38095238095238093,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
623,0,0.6,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
624,0,0.5555555555555556,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
625,1,0.4,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
626,0,0.3333333333333333,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
627,0,0.3333333333333333,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
628,1,0.5,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
629,0,0.35294117647058826,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
630,1,0.25,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
631,0,0.3333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
632,0,0.3333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
633,1,0.5454545454545454,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
634,1,0.25,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
635,1,0.42857142857142855,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
636,1,0.15384615384615385,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
637,0,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
638,1,0.6923076923076923,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
639,0,0.2727272727272727,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
640,0,0.25,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
641,1,0.16666666666666666,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
642,0,0.3157894736842105,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
643,1,0.2857142857142857,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
644,1,0.25,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
645,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
646,1,0.2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
647,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
648,1,0.4,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
649,1,0.4,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
650,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
651,1,0.5,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
652,1,0.5454545454545454,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
653,0,0.5333333333333333,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
654,1,0.3333333333333333,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
655,1,0.7142857142857143,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
656,1,0.25,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
657,0,0.35,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
658,1,0.6,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
659,1,0.5833333333333334,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
660,1,0.4666666666666667,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
661,1,0.6875,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
662,1,0.7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
663,1,0.39693468715465546,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
664,0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
665,1,0.25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
666,1,0.36363636363636365,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
667,1,0.2857142857142857,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
668,0,0.375,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
669,0,0.5,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
670,1,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
671,0,0.23076923076923078,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
672,0,0.23076923076923078,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
673,0,0.6363636363636364,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
