,Kids,Online_Activity,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Income_less_than_30k,Income_from_30k_to_50k,Income_from_50k_to_75k,Income_above_75k,birth_older_than_1960,birth_from_1960_to_1975,birth_younger_than_1975,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds
257,0,0.46153846153846156,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,823,25,459,124,29,95
258,0,0.46153846153846156,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,823,25,459,124,29,95
259,0,0.15384615384615385,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,966,26,282,52,26,26
260,1,0.4166666666666667,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,180,60,241,13,54,54
261,0,0.3333333333333333,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,37,32,38,11,3,18
262,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,5,5,6,0,2,1
263,1,0.5,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,416,0,26,0,0,4
264,1,0.6363636363636364,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,314,11,53,4,3,107
265,1,0.5,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,10,7,19,8,2,21
266,1,0.3333333333333333,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,9,1,4,3,2,3
267,1,0.4,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,18,6,15,12,8,17
268,1,0.4,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,18,6,15,12,8,17
269,1,0.35714285714285715,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,342,9,112,19,14,19
270,1,0.42857142857142855,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,63,3,67,8,9,28
271,0,0.25,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,20,6,5,0,9,12
272,1,0.6111111111111112,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,629,0,70,0,0,35
273,1,0.375,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,158,6,45,8,2,2
274,1,0.35714285714285715,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,201,53,172,116,77,83
275,1,0.3333333333333333,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,964,34,137,15,0,11
276,1,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,72,24,68,65,4,8
277,0,0.42857142857142855,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,123,133,142,71,44,88
278,1,0.5,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,159,0,22,2,1,31
279,1,0.4,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,6,10,21,19,14,42
280,1,0.4,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,6,10,21,19,14,42
281,1,0.6,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,209,0,40,3,2,15
282,1,0.6,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,100,64,79,65,0,109
283,1,0.14285714285714285,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1170,19,594,99,76,134
284,1,0.6,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,70,3,37,4,2,64
285,1,0.5,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,71,99,278,185,121,38
286,1,0.42857142857142855,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,5,7,24,19,14,20
287,1,0.42857142857142855,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,5,7,24,19,14,20
288,1,0.4166666666666667,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,376,9,83,19,4,4
289,0,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,387,68,569,89,45,68
290,1,0.3333333333333333,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,357,35,271,28,28,14
291,0,0.7333333333333333,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,912,72,170,47,36,97
292,1,0.3888888888888889,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,625,38,242,50,34,76
293,0,0.6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,420,0,452,182,64,140
294,1,0.6,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,6,4,16,3,10,30
295,0,0.13333333333333333,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,209,19,456,160,142,66
296,0,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,5,6,0,3
297,0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,5,0,3,9
298,1,0.5882352941176471,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,641,7,84,0,30,38
299,1,1.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,12,4,7,1,3,5
300,0,0.21428571428571427,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,712,26,538,69,13,80
301,0,0.21428571428571427,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,712,26,538,69,13,80
302,1,0.38095238095238093,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,465,25,132,136,0,37
303,1,0.5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,39,1,9,2,1,34
304,0,0.5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,154,2,46,20,4,15
305,0,0.46153846153846156,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,514,22,732,42,198,79
306,1,0.4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,14,7,9,6,16,12
307,0,0.5555555555555556,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,565,42,548,64,83,99
308,0,0.4444444444444444,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,667,50,850,21,83,83
309,1,0.4,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,53,0,8,0,0,2
310,0,0.5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,66,2,40,4,3,14
311,0,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,4,24,11,16,1,25
312,1,0.4,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,34,3,29,0,4,10
313,1,0.3333333333333333,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,129,129,259,168,121,83
314,1,0.3333333333333333,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,129,129,259,168,121,83
315,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,185,0,28,3,2,17
316,0,0.4166666666666667,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1023,93,651,49,55,37
317,0,0.3076923076923077,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,338,4,89,11,8,13
318,1,0.25,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,3,3,8,1,13
319,0,0.375,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,647,107,391,175,67,40
320,1,0.2727272727272727,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,163,48,90,0,45,52
321,1,0.3333333333333333,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,6,7,0,1,3
322,1,0.25,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,19,13,18,10,7,8
323,0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,182,74,298,162,149,116
324,1,0.5714285714285714,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,56,4,76,17,1,18
325,0,0.39693468715465546,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1725,2,1,1
326,0,0.29411764705882354,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,779,86,537,34,69,138
327,1,0.5714285714285714,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,32,34,41,73,16,116
328,1,0.4,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,42,1,18,3,0,4
329,1,0.4,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,42,1,18,3,0,4
330,0,0.4444444444444444,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,298,27,697,216,24,166
331,1,0.25,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,10,4,14,4,4,1
332,1,0.25,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,10,4,14,4,4,1
333,1,0.3333333333333333,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,4,1,5,2,0,3
334,1,0.5333333333333333,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,488,23,71,15,0,59
335,0,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,817,185,687,145,55,241
336,1,0.4,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,19,3,19,3,1,3
337,1,0.4,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,19,3,19,3,1,3
338,1,0.29411764705882354,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,459,15,171,142,23,31
339,1,0.5625,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,492,5,32,13,5,21
340,0,0.5,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,558,79,622,207,175,95
341,1,0.5714285714285714,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,383,0,53,6,4,40
342,1,0.2857142857142857,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,209,162,209,41,162,37
343,1,0.23076923076923078,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1043,24,97,32,24,157
344,1,0.6428571428571429,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,400,4,35,6,0,22
345,0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,3,1,2,4,3,1
346,1,0.2222222222222222,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,691,7,69,0,7,23
347,0,0.6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,12,10,6,13,30
348,0,0.3076923076923077,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,783,30,537,140,76,15
349,0,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,3,14,15,21,10
350,1,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,4,16,20,0,17,20
351,0,0.4,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,43,12,96,78,40,55
352,1,0.25,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,10,2,16,11,2,21
353,0,0.3125,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,777,35,731,39,137,114
354,1,0.5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,63,0,21,7,0,12
355,1,0.42857142857142855,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,16,7,23,0,8,6
356,1,0.25,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,27,2,7,0,2,13
357,1,0.42857142857142855,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,27,5,8,8,3,12
358,1,0.2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,71,0,13,3,1,0
359,1,0.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,402,35,106,101,77,42
360,1,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,144,1,32,2,1,7
361,0,0.38461538461538464,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,840,53,804,23,71,17
362,0,0.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,32,0,8,23,4,18
363,0,0.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,32,0,8,23,4,18
364,0,0.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,32,0,8,23,4,18
365,1,0.7142857142857143,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,88,10,46,2,3,64
366,1,0.4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,56,5,24,4,0,3
367,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,74,0,42,2,1,6
368,1,0.5,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,40,3,30,10,7,11
369,1,0.5,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,40,3,30,10,7,11
370,0,0.5294117647058824,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,100,71,243,108,94,219
371,1,0.3333333333333333,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,8,0,3,0,0,1
372,1,0.3333333333333333,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,26,3,23,4,7,3
373,0,0.25,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,15,5,14,0,4,11
374,1,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,29,1,17,0,3,13
375,1,0.14285714285714285,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,162,6,37,6,13,13
376,0,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1302,68,731,89,114,45
377,1,0.6,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,6,10,12,3,15,40
378,1,0.25,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,47,1,6,0,0,12
379,0,0.3333333333333333,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,6,2,6
380,1,0.5454545454545454,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,129,26,67,3,67,2
381,1,0.2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,16,11,15,2,0,12
382,1,0.375,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,520,42,98,0,42,14
383,1,0.4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,7,5,26,2,17
384,1,0.6,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,71,0,18,0,0,13
385,0,0.45454545454545453,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,918,57,842,99,38,133
386,0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5,4,5,4,2,10
387,1,0.6363636363636364,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,172,10,125,21,13,16
388,1,0.5625,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,931,56,253,91,98,14
389,1,0.5,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,666,35,124,69,8,26
390,1,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,5,3,4,4,1,0
391,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,27,1,14,4,1,21
392,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,24,1,10,2,0,4
393,1,0.3333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,4,1,11,0,0,1
394,1,0.25,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,25,1,13,0,0,3
395,1,0.25,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,25,1,13,0,0,3
396,1,0.4,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,391,32,70,21,32,16
397,1,0.4,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,81,0,6,0,0,6
398,1,0.3333333333333333,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,14,2,30,8,2,3
399,0,0.45454545454545453,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,674,168,108,192,42,231
400,1,0.4375,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,267,42,309,55,42,21
401,1,0.625,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,224,2,25,7,0,110
402,0,0.5,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1239,17,413,23,34,17
403,0,0.5789473684210527,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,412,22,132,59,28,183
404,1,0.3157894736842105,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1205,0,235,19,14,205
405,0,0.3157894736842105,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,304,98,230,150,74,74
406,1,0.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,76,3,31,4,4,27
407,1,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1004,12,145,32,12,36
408,1,0.5789473684210527,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,584,44,212,46,8,177
409,1,0.3684210526315789,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,422,7,238,69,46,15
410,1,0.55,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1170,48,320,42,32,192
411,1,0.6923076923076923,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,269,129,495,182,43,29
412,1,0.4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,26,0,8,0,0,3
413,1,0.25,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,28,0,9,3,0,0
414,0,0.3076923076923077,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,613,22,319,33,102,12
415,0,0.1875,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,163,23,424,27,65,76
416,0,0.1875,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,163,23,424,27,65,76
417,1,0.25,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,6,2,3,6,3
418,1,0.25,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,22,1,11,0,5,3
419,0,0.16666666666666666,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,279,172,74,38,8,246
420,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,8,2,2,3
421,0,0.5,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,113,61,204,34,26,47
422,1,0.36363636363636365,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,70,54,109,80,9,45
423,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,267,140,599,34,12,127
424,1,0.5454545454545454,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,261,23,73,4,23,50
425,0,0.4666666666666667,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,856,61,570,40,25,122
426,0,0.5555555555555556,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,454,194,106,31,22,43
427,0,0.2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,8,8,22,24,11,9
428,0,0.23076923076923078,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,546,91,410,119,0,22
429,1,0.42857142857142855,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,96,1,42,12,3,32
430,1,0.25,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,452,18,102,16,18,6
431,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,20,0,14,7,3,1
432,0,0.375,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,658,80,483,123,13,13
433,1,0.4666666666666667,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,451,0,39,0,4,24
434,0,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,395,183,565,166,141,28
435,1,0.5238095238095238,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,688,14,309,201,24,38
436,0,0.375,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1035,134,670,25,38,0
437,0,0.6666666666666666,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,464,151,292,65,60,30
438,0,0.1875,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,365,32,117,34,110,6
439,0,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,181,21,69,39,3,96
440,1,0.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,6,6,15,10,5,2
441,0,0.13333333333333333,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,331,197,170,58,152,35
442,1,0.4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,3,1,10,3,2,12
443,1,0.23076923076923078,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,256,34,103,90,29,49
444,0,0.4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,836,185,575,24,25,77
445,0,0.4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,6,28,13,4,16
446,1,0.6,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,14,0,24,3,3,2
447,1,0.6,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,14,0,24,3,3,2
448,1,0.5,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,233,0,23,0,0,12
449,1,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,5,1,3,3,263,362
450,1,0.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,378,0,101,0,0,72
451,1,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,12,0,4,0,0,1
452,0,0.38461538461538464,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,345,25,501,63,138,80
453,1,0.25,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,10,4,4,3,3,14
454,1,0.3333333333333333,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,19,3,26,10,9,3
455,1,0.6666666666666666,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,7,0,12,13,7,32
456,0,0.39693468715465546,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,1,1,0,1
457,1,0.3333333333333333,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,30,0,11,0,0,3
458,1,0.0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,9,0,3,0,0,1
459,1,0.5454545454545454,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,172,3,115,16,0,18
460,1,0.2727272727272727,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,279,0,18,0,0,9
461,0,0.2857142857142857,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,881,38,319,16,25,12
462,1,0.25,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,19,0,9,0,0,2
463,1,0.5555555555555556,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,305,3,27,4,3,144
464,1,0.25,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6,4,7,4,3,8
465,0,0.42105263157894735,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,778,178,689,41,27,44
466,1,0.42857142857142855,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,69,8,26,12,7,12
467,1,0.42857142857142855,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,69,8,26,12,7,12
468,1,0.42857142857142855,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,79,7,58,6,3,18
469,0,0.5,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,344,189,482,50,33,172
470,0,0.4117647058823529,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1184,102,673,52,40,40
471,1,0.4375,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,490,0,184,10,28,21
472,0,0.5263157894736842,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1349,16,249,43,16,33
473,1,0.5555555555555556,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,153,4,56,0,9,31
474,0,0.4,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,84,5,38,150,12,28
475,0,0.4,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,84,5,38,150,12,28
476,0,0.5,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1000,155,379,224,17,120
477,1,0.4,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,14,0,6,0,0,0
478,1,0.2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,52,0,9,0,0,1
479,1,0.2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,52,0,9,0,0,1
480,1,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,301,11,61,4,7,11
481,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,15,0,2,0,0,6
482,1,0.42105263157894735,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,519,50,167,130,0,41
483,1,0.2777777777777778,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,238,115,215,169,69,76
484,0,0.3157894736842105,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,620,26,195,34,17,141
485,0,0.3157894736842105,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,620,26,195,34,17,141
486,1,0.5454545454545454,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,572,19,286,50,38,248
487,0,0.6153846153846154,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,380,98,733,110,112,28
488,1,0.5333333333333333,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,443,5,71,21,16,82
489,1,0.29411764705882354,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,620,16,165,0,24,82
490,1,0.29411764705882354,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,620,16,165,0,24,82
491,0,0.25,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,252,98,827,219,70,196
492,0,0.23529411764705882,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,796,14,590,38,44,0
493,1,0.4666666666666667,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,410,0,59,19,9,44
494,1,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,7,4,3,11
495,1,0.47368421052631576,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,507,19,364,25,47,9
496,1,0.5555555555555556,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,125,17,52,3,19,30
497,0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,55,16,1622,17,3,4
498,1,0.4666666666666667,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,327,9,125,25,4,139
499,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,15,0,6,0,1,12
500,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,397,19,69,12,0,9
501,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,397,19,69,12,0,9
502,0,0.6363636363636364,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,760,38,104,50,9,38
503,1,0.4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,29,1,9,2,0,2
504,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,105,0,9,2,1,4
505,1,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1126,28,211,37,28,42
506,1,0.45454545454545453,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,280,0,18,0,0,24
507,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,39,1,22,3,4,12
508,1,0.42857142857142855,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,68,7,59,10,5,11
509,1,0.42857142857142855,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,108,1,28,13,1,4
510,1,0.42857142857142855,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,108,1,28,13,1,4
511,1,0.25,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,16,1,2,0,0,1
512,1,0.625,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,641,7,56,0,0,28
513,1,0.3333333333333333,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,8,0,5,7,0,2
514,1,0.5,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,25,0,8,0,1,4
515,0,0.25,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,102,9,49,24,3,12
516,1,0.25,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,5,13,0,1
517,0,0.3076923076923077,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1000,19,711,125,115,38
